factor,level,rep,shannon,renyi2,simpson,hhi,participation,apg_entropy_norm,apg_cmax,apg_c2,apg_neff,apg_pr,apg_d_2_25,apg_d_2_5,apg_d_3_0,apg_d_4_0,apg_d_5_0,apg_d_6_0,apg_integrated_2_6
multimodality,0.75,80,4.551853880359346,4.34229097934858,0.9869933040278935,0.013006695972106514,76.8834761836881,0.8216379542112863,0.08546796617336376,0.029481863556528973,53.87207312587241,33.91915840335482,0.386901710888228,0.6176958687496688,0.8446500472144836,0.9705181364434711,0.9936164306758692,0.9984932056183926,3.425230083842582
multimodality,0.75,81,4.58375060196848,4.406586912217174,0.9878032640999553,0.012196735900044709,81.98914924412297,0.8474017247511715,0.05838920914391345,0.023754283058031365,61.04545888123516,42.097671293931064,0.39743323410263587,0.631911631015055,0.8577065721112351,0.9762457169419686,0.9955915432368351,0.9991210318816947,3.4510028753593818
multimodality,0.75,82,4.522089052988005,4.336894009062217,0.986922917510083,0.01307708248991705,76.46965603917872,0.8332993790991092,0.08253582928228578,0.025250515388515467,57.008125271274025,39.60315203921832,0.39244836541341344,0.6260228799980103,0.8533801773090249,0.9747494846114846,0.9950727000498767,0.9989347796746688,3.4421953788330715
multimodality,0.75,83,4.42635655829824,4.160031692715622,0.9843929367180746,0.015607063281925385,64.07355323265978,0.7683028746091864,0.14493565501227698,0.04244693186074412,41.588712630812125,23.558828781328774,0.3656971198228338,0.5894939995860096,0.8185941133152139,0.9575530681392559,0.988029388720159,0.9961720487660141,3.3700985960292944
multimodality,0.75,84,4.4790729586105265,4.254309104861492,0.9857970999288093,0.01420290007119069,70.40815572788124,0.7999592153253545,0.1142836495596923,0.03419963804654075,48.4933329070445,29.240075542295067,0.37850615518408026,0.6067523609754376,0.8348170462620281,0.9658003619534592,0.991662146957691,0.9977223257250584,3.4045951306320097
multimodality,0.75,85,4.479217016607009,4.252117698780624,0.9857659414792888,0.014234058520711287,70.25403180300815,0.8013523960087892,0.07882473264018557,0.0309344522638202,48.82224638360641,32.326416885343185,0.37958977457907705,0.609003590343649,0.8385225584573586,0.9690655477361798,0.9934120297220175,0.9984944230772651,3.4138904978634863
multimodality,0.75,86,4.4454024987518785,4.182364808511089,0.9847376277308066,0.015262372269193353,65.52061385754591,0.7761099949375392,0.08131273014457907,0.03598175125921604,43.19432770773791,27.79186573760412,0.3694086480232246,0.5954478301692454,0.8264062066424871,0.964018248740784,0.9917552553852852,0.9979930623860536,3.390219788620234
multimodality,0.75,87,4.53179459966076,4.28260069422162,0.9861932916721907,0.013806708327809336,72.42855981724026,0.7892556561052481,0.12719664612832582,0.0429613473984604,46.03915957227325,23.27673735940221,0.372492690294809,0.5965543961820097,0.82184011674342,0.9570386526015396,0.9875188533134653,0.9960008339574647,3.375769081593258
multimodality,0.75,88,4.54130730821899,4.333584452955214,0.9868795664750946,0.013120433524905393,76.21699375266142,0.8218316178365636,0.06792313869158834,0.028448636934021138,53.922718444514466,35.15106900619624,0.38723593549560675,0.6184645550027368,0.8459065807814528,0.9715513630659789,0.9941438996212851,0.9987143167372314,3.428215548641897
multimodality,0.75,89,4.521995859531971,4.307583486350203,0.9865339487953195,0.01346605120468046,74.26081965679374,0.8166056349186498,0.06888234848526183,0.027790865171754206,52.57260961229743,35.98304672487742,0.3856175282123109,0.6169611585457079,0.8456774524465014,0.9722091348282458,0.9945151796914162,0.998850381556992,3.4281724111407526
multimodality,0.75,90,4.454620281505365,4.188943222715236,0.984837700416651,0.015162299583349016,65.95305642807094,0.7726830889776047,0.1230522151547525,0.0398320393732149,42.48205417875395,25.105418043758288,0.36733470212888475,0.5917306737355272,0.8212828567511461,0.9601679606267851,0.9897731876179066,0.9971054427645386,3.3781886903733644
