fold,cell_type,feature,coefficient,abs_coefficient
1,FCGR3A monocyte,program_apg_d_6_0,-1.1040742750543404,1.1040742750543404
1,FCGR3A monocyte,program_apg_integrated_2_6,-0.20060253804720343,0.20060253804720343
1,NK,shannon,-1.4842553209617568,1.4842553209617568
1,NK,renyi2,-0.7299063209390144,0.7299063209390144
1,NK,simpson,-1.777346995657875,1.777346995657875
1,NK,hhi,1.7773469956586745,1.7773469956586745
1,NK,participation,-0.7621788908780532,0.7621788908780532
1,NK,gini,-2.982386362474436,2.982386362474436
1,NK,detected,-1.685117349690891,1.685117349690891
1,NK,program_shannon,2.314912257198906,2.314912257198906
1,NK,program_renyi2,1.0594848241194446,1.0594848241194446
1,NK,program_simpson,-0.07404336656551752,0.07404336656551752
1,NK,program_hhi,0.07404948873941536,0.07404948873941536
1,NK,program_participation,1.900524641550292,1.900524641550292
1,NK,program_gini,1.807105379484504,1.807105379484504
1,NK,program_detected,0.0,0.0
1,NK,apg_entropy_norm,0.5277051786494332,0.5277051786494332
1,NK,apg_cmax,1.1559350685667074,1.1559350685667074
1,NK,apg_c2,-1.5487462565963048,1.5487462565963048
1,NK,apg_neff,-0.5427383204223787,0.5427383204223787
1,NK,apg_pr,-1.6430248162193042,1.6430248162193042
1,NK,apg_d_2_25,0.7842320136122648,0.7842320136122648
1,NK,apg_d_2_5,1.0153683962184676,1.0153683962184676
1,NK,apg_d_3_0,1.3755456418989969,1.3755456418989969
1,NK,apg_d_4_0,1.5487462565908798,1.5487462565908798
1,NK,apg_d_5_0,0.9111245334938332,0.9111245334938332
1,NK,apg_d_6_0,-0.31096854343173286,0.31096854343173286
1,NK,apg_integrated_2_6,1.0933380917622968,1.0933380917622968
1,NK,program_apg_entropy_norm,-1.159091746392448,1.159091746392448
1,NK,program_apg_cmax,-1.3749022134412596,1.3749022134412596
1,NK,program_apg_c2,-0.8710261000648181,0.8710261000648181
1,NK,program_apg_neff,-1.9615161968839037,1.9615161968839037
1,NK,program_apg_pr,-2.5315363868751057,2.5315363868751057
1,NK,program_apg_d_2_25,-1.1945208758636012,1.1945208758636012
1,NK,program_apg_d_2_5,-1.059154935767744,1.059154935767744
1,NK,program_apg_d_3_0,-0.4930288762049625,0.4930288762049625
1,NK,program_apg_d_4_0,0.8710276140877149,0.8710276140877149
1,NK,program_apg_d_5_0,1.8380221979171694,1.8380221979171694
1,NK,program_apg_d_6_0,2.3395944834857474,2.3395944834857474
1,NK,program_apg_integrated_2_6,1.187801755734357,1.187801755734357
1,Platelet,shannon,-1.1761514537292643,1.1761514537292643
1,Platelet,renyi2,-0.7135909653523949,0.7135909653523949
1,Platelet,simpson,0.9697326926816277,0.9697326926816277
1,Platelet,hhi,-0.9697326926815186,0.9697326926815186
1,Platelet,participation,-0.23482298803801777,0.23482298803801777
1,Platelet,gini,-0.38057890735653727,0.38057890735653727
1,Platelet,detected,-0.8702318865829894,0.8702318865829894
1,Platelet,program_shannon,-1.4692404296340027,1.4692404296340027
1,Platelet,program_renyi2,-0.5858174537296432,0.5858174537296432
1,Platelet,program_simpson,0.6546341464711194,0.6546341464711194
1,Platelet,program_hhi,-0.6546451026596475,0.6546451026596475
1,Platelet,program_participation,-2.552659141653187,2.552659141653187
1,Platelet,program_gini,-1.639572086421776,1.639572086421776
1,Platelet,program_detected,0.0,0.0
1,Platelet,apg_entropy_norm,0.133115773077634,0.133115773077634
1,Platelet,apg_cmax,0.29257867382745883,0.29257867382745883
1,Platelet,apg_c2,-0.41600364006965507,0.41600364006965507
1,Platelet,apg_neff,0.5960709039049165,0.5960709039049165
1,Platelet,apg_pr,-0.02964726932652069,0.02964726932652069
1,Platelet,apg_d_2_25,0.3787966516278911,0.3787966516278911
1,Platelet,apg_d_2_5,0.573220970706293,0.573220970706293
1,Platelet,apg_d_3_0,0.775942987010178,0.775942987010178
1,Platelet,apg_d_4_0,0.41600364007400814,0.41600364007400814
1,Platelet,apg_d_5_0,-0.7079791495206063,0.7079791495206063
1,Platelet,apg_d_6_0,-2.152990763497163,2.152990763497163
1,Platelet,apg_integrated_2_6,0.57482127141615,0.57482127141615
1,Platelet,program_apg_entropy_norm,1.428184822774594,1.428184822774594
1,Platelet,program_apg_cmax,1.8976529771303663,1.8976529771303663
1,Platelet,program_apg_c2,0.32858316604204685,0.32858316604204685
1,Platelet,program_apg_neff,-1.3786231375754925,1.3786231375754925
1,Platelet,program_apg_pr,1.5470558654223274,1.5470558654223274
1,Platelet,program_apg_d_2_25,1.7323307395630705,1.7323307395630705
1,Platelet,program_apg_d_2_5,1.7711550558375917,1.7711550558375917
1,Platelet,program_apg_d_3_0,1.300765866053346,1.300765866053346
1,Platelet,program_apg_d_4_0,-0.3285840292969885,0.3285840292969885
1,Platelet,program_apg_d_5_0,-1.3995344457138315,1.3995344457138315
1,Platelet,program_apg_d_6_0,-1.4978866197931304,1.4978866197931304
1,Platelet,program_apg_integrated_2_6,-0.5806221573147827,0.5806221573147827
2,B cell,shannon,-0.6347067657371804,0.6347067657371804
2,B cell,renyi2,-0.7674904979196562,0.7674904979196562
2,B cell,simpson,3.4966025781027374,3.4966025781027374
2,B cell,hhi,-3.4966025781017605,3.4966025781017605
2,B cell,participation,1.26029017451233,1.26029017451233
2,B cell,gini,0.831552134072902,0.831552134072902
2,B cell,detected,-0.40902822527562405,0.40902822527562405
2,B cell,program_shannon,-2.4225219120560637,2.4225219120560637
2,B cell,program_renyi2,-0.9189629466916717,0.9189629466916717
2,B cell,program_simpson,0.7623555642775108,0.7623555642775108
2,B cell,program_hhi,-0.7623586405342979,0.7623586405342979
2,B cell,program_participation,1.1013011053246538,1.1013011053246538
2,B cell,program_gini,-0.992528467108522,0.992528467108522
2,B cell,program_detected,0.0,0.0
2,B cell,apg_entropy_norm,-0.9775150212820128,0.9775150212820128
2,B cell,apg_cmax,0.0018014341910980677,0.0018014341910980677
